userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
102,2011-10-18 00:48:40,2011-10-19 00:50:46,116.313175,39.9711716666667,86526.0,14616,"User 102 will move from grid 14616 to grid 14427, arriving around in about 2 months.","User 102 will move from grid 14616 to grid 14427, at 2011-12-30 04:18:43."
102,2011-10-19 01:08:11,2011-10-20 22:25:10,116.313128333333,39.974865,163019.0,14616,"User 102 will move from grid 14616 to grid 15184, at 2011-10-22 10:02:16.","User 102 will move from grid 14616 to grid 15184, at 2011-10-22 10:02:16."
102,2011-10-20 22:27:20,2011-10-21 14:33:43,116.325005,39.9757816666667,57983.0,14805,"User 102 will move from grid 14805 to grid 15183, at 2011-10-22 09:21:40.","User 102 will move from grid 14805 to grid 15183, at 2011-10-22 09:21:40."
102,2011-10-24 12:29:44,2011-10-27 07:34:53,116.305081666667,39.9782616666667,241509.0,14617,"User 102 will move from grid 14617 to grid 14428, arriving around in about 3 days, on 2011-10-30.","User 102 will move from grid 14617 to grid 14428, at 2011-10-30 12:51:09."
102,2011-10-27 07:39:13,2011-10-27 08:55:32,116.325183333333,39.9752,4579.0,14805,,
102,2011-10-27 08:55:32,2011-10-29 07:14:31,116.311943333333,39.9750016666667,166739.0,14616,"User 102 will move from grid 14616 to grid 14428, arriving around in about 1 days, on 2011-10-30.","User 102 will move from grid 14616 to grid 14428, at 2011-10-30 10:25:59."
102,2011-10-29 07:18:16,2011-10-30 06:05:04,116.325226666667,39.9750833333333,82008.0,14805,"User 102 will move from grid 14805 to grid 14428, at 2011-11-01 12:22:57.","User 102 will move from grid 14805 to grid 14428, at 2011-11-01 12:22:57."
102,2011-10-30 06:05:49,2011-10-30 10:25:59,116.305471666667,39.97948,15610.0,14617,,
102,2011-11-01 01:32:05,2011-11-01 12:22:57,116.313146666667,39.975705,39052.0,14616,,
102,2011-11-03 04:45:15,2011-11-03 09:30:28,116.313186666667,39.97479,17113.0,14616,,
102,2011-11-03 09:53:38,2011-11-03 10:29:02,116.311083333333,39.9800066666667,2124.0,14617,,
102,2011-11-03 10:40:07,2011-11-04 19:40:45,116.306641666667,39.9799766666667,118838.0,14617,"User 102 will move from grid 14617 to grid 14996, arriving around in about 1 weeks, specifically next Saturday.","User 102 will move from grid 14617 to grid 14996, at 2011-11-12 12:47:40."
102,2011-11-04 19:44:25,2011-11-05 07:10:27,116.325163333333,39.975205,41162.0,14805,,
102,2011-11-05 07:13:57,2011-11-08 01:58:00,116.313128333333,39.9748766666667,240243.0,14616,,
102,2011-11-08 02:04:35,2011-11-08 20:48:08,116.31206,39.9749566666667,67413.0,14616,,
102,2011-11-08 20:48:48,2011-11-09 04:34:40,116.325148333333,39.9752633333333,27952.0,14805,,
102,2011-11-09 04:38:40,2011-11-10 20:03:08,116.313058333333,39.9750016666667,141868.0,14616,,
102,2011-11-10 20:07:08,2011-11-11 02:29:47,116.325,39.9747416666667,22959.0,14805,,
102,2011-11-11 02:38:37,2011-11-12 12:47:40,116.307278333333,39.98003,122943.0,14617,"User 102 will move from grid 14617 to grid 16121, arriving around in about 1 days, on 2011-11-14.","User 102 will move from grid 14617 to grid 16121, at 2011-11-14 05:42:33."
102,2011-11-14 07:33:23,2011-11-15 01:24:37,116.312865,39.9713516666667,64274.0,14616,,
102,2011-12-19 02:18:00,2011-12-24 11:17:20,116.312465,39.97478,464360.0,14616,,
102,2011-12-27 02:01:10,2011-12-30 04:04:13,116.313168333333,39.97522,266583.0,14616,,
102,2011-12-31 07:57:20,2011-12-31 14:44:42,116.312681666667,39.9750716666667,24442.0,14616,,
